Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,BuildingArea,YearBuilt
Southbank,2,u,569000,2,2,1,,2012
Southbank,3,h,1220000,3,1,1,,
Southbank,4,u,1250000,4,3,1,176,2000
Southbank,2,u,430000,2,2,0,,2014
Southbank,1,u,480000,1,1,1,,2012
Southbank,1,u,425000,1,1,1,57,2004
Southbank,2,h,815000,2,1,0,,
Southbank,3,u,740000,3,2,1,105,1994
Southbank,2,u,580000,2,1,1,,2010
Southbank,3,h,700000,3,1,0,,1947
Southbank,2,u,660000,2,1,1,77,2000
Southbank,2,u,622500,2,2,1,67,2013
Southbank,2,u,690000,2,3,1,,2013
Southbank,2,u,800000,2,2,2,73,2014
Southbank,2,u,540000,2,2,1,93,1994
Southbank,1,u,370000,1,1,1,51,2000
Southbank,3,u,720000,3,2,1,112,
Spotswood,3,h,1040000,3,1,3,,1950
Spotswood,3,h,855000,3,1,1,112,1991
Spotswood,2,h,832500,2,1,2,116,1950
Spotswood,2,h,850000,2,1,2,104,1950
Spotswood,3,h,1080000,3,1,2,95,1950
Spotswood,4,h,1170000,4,2,2,,
Spotswood,3,h,927000,3,1,0,131,1910
Spotswood,4,h,850000,4,2,0,158,1990
Spotswood,3,h,831000,3,1,0,109,1890
Spotswood,3,h,835000,2,1,3,,
Spotswood,4,t,840000,3,3,2,277,2015
Spotswood,4,h,1315000,4,2,3,134,1920
Spotswood,3,h,1035000,3,1,2,,
Spotswood,4,h,1161000,4,2,5,236,2000
Spotswood,3,h,775000,3,1,1,,
Spotswood,3,h,1016000,3,1,1,134,1940
Spotswood,3,h,690000,4,1,2,518,1965
Spotswood,3,h,1070000,2,1,2,127,1950
Spotswood,4,h,871500,4,2,0,158,1990
St Kilda,2,u,509000,2,1,1,,
St Kilda,1,u,380000,1,1,1,50,1960
St Kilda,2,u,430000,2,1,1,71,1970
St Kilda,2,u,640000,2,1,1,,
St Kilda,2,u,602000,2,1,0,66,1930
St Kilda,2,u,575000,2,1,1,75,1970
St Kilda,2,u,495000,2,1,1,74,1970
St Kilda,5,h,2000000,5,2,2,,1910
St Kilda,2,u,500000,2,1,1,70,2001
St Kilda,2,u,530000,2,1,1,,
St Kilda,3,h,1891000,3,2,3,123,1915
St Kilda,4,h,2000000,4,2,3,160,1910
St Kilda,4,h,2220000,4,2,2,,1914
St Kilda,3,u,1500000,3,1,1,176,1920
St Kilda,4,h,2455000,4,1,1,,
St Kilda,3,h,2000000,3,2,2,192,1880
St Kilda,1,u,500000,1,1,1,58,2002
St Kilda,2,u,685000,2,2,2,102,1999
St Kilda,1,u,380000,1,1,1,49,1967
St Kilda,2,u,465000,2,1,1,,1960
St Kilda,3,u,616000,2,2,2,115,1995
St Kilda,2,h,875000,2,1,0,,
St Kilda,3,u,610000,3,1,2,,
St Kilda,1,u,400000,1,1,1,53,1998
St Kilda,1,u,450000,1,1,1,,
St Kilda,1,u,451000,1,1,1,41,2009
St Kilda,3,t,1400000,3,2,2,183,2002
St Kilda,2,u,455000,2,1,1,,
St Kilda,2,u,487500,2,1,2,,
St Kilda,1,u,459000,1,1,1,59,1995
St Kilda,1,u,395000,1,1,1,,1975
St Kilda,2,u,560000,2,1,2,,
St Kilda,2,u,520000,2,1,1,55,1950
St Kilda,3,h,2720000,3,2,0,,1868
St Kilda,2,u,542500,2,1,1,,
St Kilda,1,u,370500,1,1,1,46,1960
St Kilda,5,h,5046000,5,3,3,378,1884
St Kilda,1,u,385000,1,1,1,53,2005
St Kilda,3,h,1900000,3,2,2,122,1979
St Kilda,1,u,475000,1,1,1,,
St Kilda,2,u,390000,2,1,1,73,2000
St Kilda,1,u,500000,1,1,1,57,2001
St Kilda,2,u,571000,2,1,1,,
St Kilda,2,u,690000,2,1,0,100,
St Kilda,1,u,430000,1,1,1,63,2000
St Kilda,1,u,420000,1,1,0,,1945
St Kilda,1,u,392000,1,1,1,43,2002
St Kilda,4,h,1900000,4,2,2,202,1890
St Kilda,2,u,570000,2,1,1,,1960
St Kilda,2,u,540000,2,1,1,70,2003
St Kilda,2,u,475000,2,1,1,83,1970
St Kilda,1,u,335000,1,1,0,,2013
St Kilda,2,u,570000,2,2,1,70,2000
St Kilda,2,u,561000,2,1,1,,
St Kilda,2,u,400000,2,1,1,65,1970
St Kilda,2,h,1220000,2,1,1,,
St Kilda,3,h,920000,3,2,2,134,2000
St Kilda,1,u,330000,1,1,1,,
St Kilda,2,u,503500,2,1,1,72,1940
St Kilda,2,u,580000,2,1,0,95,1930
St Kilda,1,u,360000,1,1,1,,
St Kilda,1,u,320000,1,2,1,,2013
St Kilda,3,t,1295000,3,2,2,200,2000
St Kilda,2,u,481000,2,1,1,61,1966
St Kilda,3,h,1120000,3,2,2,133,2006
St Kilda,1,u,400000,1,1,1,52,2012
St Kilda,2,u,582000,2,1,0,,1955
St Kilda,1,u,1210000,1,1,1,49,1970
St Kilda,1,u,366000,1,1,0,,
St Kilda,2,h,808000,2,1,0,,1908
St Kilda,2,h,1316000,2,1,0,,
St Kilda,2,u,640000,2,1,1,,
St Kilda,2,u,785000,2,2,2,98,2006
St Kilda,1,u,450000,1,1,1,61,2009
St Kilda,2,h,875000,2,1,1,68,1900
St Kilda,2,u,650000,2,1,0,70,1930
St Kilda,2,u,431000,2,1,1,71,1940
St Kilda,2,u,385000,2,1,1,46,1970
St Kilda,2,u,575000,2,2,1,78,2013
St Kilda,2,u,757500,2,1,1,,
St Kilda,2,u,535000,2,1,1,,
St Kilda,2,u,610000,2,1,1,,
St Kilda,5,h,4400000,5,4,4,312,1900
St Kilda,2,u,610000,2,1,1,,1970
St Kilda,1,u,420000,1,1,1,,
St Kilda,2,h,1250000,2,1,4,,
St Kilda,1,u,360000,1,1,1,,
St Kilda,2,u,450000,2,1,1,,2006
St Kilda,2,u,535000,2,1,1,70,1930
St Kilda,2,h,1200500,2,1,0,83,1915
St Kilda,2,u,565000,2,2,1,76,2013
St Kilda,1,u,452000,1,1,1,,
St Kilda,2,u,520000,2,1,1,63,1980
St Kilda,2,u,482300,2,1,0,,
St Kilda,2,u,902000,2,1,0,108,1920
St Kilda,3,u,1600000,3,2,2,3,1850
St Kilda,2,h,1435000,2,1,1,,
St Kilda,2,u,750000,2,2,1,105,2009
St Kilda,2,h,1365000,2,1,1,123,1910
St Kilda,4,h,1950000,4,2,2,211,1880
St Kilda,2,u,470000,2,1,1,,
St Kilda,3,h,1678000,3,2,2,171,2016
St Kilda,2,u,400000,2,1,1,67,1970
St Kilda,2,u,500000,2,2,2,104,2000
St Kilda,4,h,4750000,4,3,5,,
St Kilda,2,u,760000,2,1,0,95,1930
St Kilda,3,u,720000,3,1,1,,
St Kilda,1,u,461000,1,1,1,,
St Kilda,2,u,580000,2,1,1,102,1995
St Kilda,2,u,700000,2,1,1,,
St Kilda,2,u,430000,2,1,1,63,2008
St Kilda,3,h,1030000,3,1,1,,
St Kilda,2,u,1100000,2,1,2,141,1920
St Kilda,3,h,1225000,3,1,1,,2000
St Kilda,1,u,400000,1,1,1,,
St Kilda,1,u,435000,1,1,1,69,1995
St Kilda,2,u,648000,2,1,1,,
St Kilda,1,u,354000,1,1,1,46,1960
St Kilda,2,u,550000,2,1,1,,
St Kilda,1,u,475000,1,1,1,,
Strathmore,3,h,905000,3,2,2,,
Strathmore,4,h,1052000,4,2,2,,
Strathmore,4,h,1015000,3,2,1,,1970
Strathmore,4,h,1265000,3,1,1,,1950
Strathmore,3,h,1025000,3,2,1,180,1950
Strathmore,3,h,1430000,3,1,1,158,1950
Strathmore,3,h,1330000,3,2,1,159,1950
Strathmore,3,h,1200000,3,2,2,,
Strathmore,2,h,1321000,2,1,1,,
Strathmore,4,h,1635000,4,2,3,297,1995
Strathmore,3,h,1194000,3,1,2,143,1930
Strathmore,5,h,1440000,5,3,2,347,1990
Strathmore,4,h,1300000,4,3,2,160,1970
Strathmore,3,h,850000,3,3,3,207,2016
Strathmore,3,h,1150000,3,2,3,164,1950
Strathmore,3,h,910000,3,1,2,117,1960
Strathmore,4,h,1430000,4,2,1,224,1990
Strathmore,5,h,915000,5,3,4,,
Strathmore,3,h,622500,3,2,2,127,2004
Strathmore,3,h,1500000,3,2,4,196,1950
Strathmore,4,t,995000,4,3,1,,
Strathmore,4,h,1280000,4,2,2,25,1977
Strathmore,5,h,1485000,5,2,4,365,2012
Strathmore,3,h,1080000,3,2,2,46,1980
Strathmore,4,h,1715000,4,3,2,348,2001
Strathmore,5,h,2650000,5,3,2,365,2009
Strathmore,2,h,630000,3,2,1,106,2000
Strathmore,3,h,1205000,3,1,2,,
Strathmore,2,h,535000,2,1,1,,
Strathmore,3,h,1075000,3,2,1,,
Strathmore,3,h,1000000,3,1,2,,
Strathmore,3,h,1400000,4,1,2,,
Strathmore,4,h,920000,4,1,1,,
Strathmore,5,h,960000,5,3,2,,
Strathmore,3,h,1160000,3,1,1,,
Strathmore,4,h,1370000,4,2,2,208,1960
Strathmore,3,t,600000,4,3,2,,
Strathmore,5,h,880000,5,3,2,,
Strathmore,3,h,1285000,3,2,2,,
Sunshine,2,u,260000,2,1,1,,
Sunshine,3,h,800000,3,2,1,165,1940
Sunshine,3,h,950000,3,1,1,145,1960
Sunshine,3,h,625000,3,1,1,,1950
Sunshine,2,h,710000,2,1,0,,
Sunshine,3,h,735000,3,1,2,,
Sunshine,3,h,1001000,3,1,5,,
Sunshine,3,h,780000,3,1,0,115,1943
Sunshine,2,h,710000,2,1,2,,
Sunshine,4,h,1350500,4,1,0,181,1940
Sunshine,3,h,745000,3,1,2,122,1960
Sunshine,2,h,490000,2,1,1,,
Sunshine,4,h,700000,4,2,1,,
Sunshine,5,h,895000,4,2,2,,
Sunshine,3,h,657500,3,1,1,116,1955
Sunshine,4,h,1030000,4,2,2,309,2002
Sunshine,3,h,460000,3,2,1,110,2009
Sunshine,3,h,725000,3,1,3,,
Sunshine,3,h,620000,3,1,1,,
Sunshine,3,h,460000,3,1,1,,
Sunshine,2,u,470000,2,1,1,,
Sunshine,3,h,910000,3,1,1,,
Sunshine,3,h,702000,3,1,1,,1950
Sunshine,3,h,580000,3,1,1,,
Sunshine,3,u,490000,3,1,1,115,1950
Sunshine,4,h,890000,4,1,2,127,1930
Sunshine,3,h,675000,3,1,1,,
Sunshine,2,h,425000,2,1,1,80,2000
Sunshine,3,h,715000,3,1,2,104,1925
Sunshine,3,h,816000,3,1,1,113,1958
Sunshine,2,h,825000,2,1,3,,
Sunshine,3,h,950000,3,1,4,,
Sunshine,2,u,425500,2,1,0,72,1970
Sunshine,3,h,735000,3,1,3,,
Sunshine,3,h,595000,3,1,1,,
Sunshine,3,h,735000,3,1,1,,
Sunshine,3,h,610000,3,1,0,118,1965
Sunshine,3,h,600000,3,1,1,126,1950
Sunshine,3,h,595999,3,1,1,,
Sunshine,2,h,591000,2,1,0,,
Sunshine,3,h,590000,3,1,1,,
Sunshine,4,h,691000,4,1,1,,
Sunshine,3,h,701000,3,1,1,,
Sunshine,2,h,688000,2,1,1,,
Sunshine,2,h,611000,2,1,2,77,1925
Sunshine,3,h,655000,3,1,1,,
Sunshine,2,h,551000,2,1,2,,
Sunshine,3,h,750000,3,1,1,,
Sunshine,4,h,670000,4,1,1,106,1950
Sunshine,4,h,888000,4,1,2,,
Sunshine,3,h,607500,3,1,2,,
Sunshine,3,h,850000,3,1,2,,1970
Sunshine,4,h,590000,3,1,1,,
Sunshine,2,h,555000,2,1,1,,
Sunshine,3,h,605000,3,1,1,104,1956
Sunshine,4,h,930000,4,2,2,174,2005
Sunshine,2,u,550000,2,1,1,,
Sunshine,3,h,880000,3,1,3,107,1925
Sunshine,3,h,570000,3,1,2,105,1970
Sunshine,3,h,700000,3,1,4,75,1960
Sunshine,3,h,571000,3,1,2,,1960
Sunshine,4,h,835000,4,2,2,,1980
Sunshine,3,h,625000,3,1,1,120,1955
Sunshine,3,h,695000,3,1,1,117,1930
Sunshine,3,h,794000,3,1,0,,
Sunshine,3,h,890000,3,1,1,,
Sunshine,3,h,910000,3,2,2,650,1992
Sunshine,3,h,607000,3,1,2,122,1965
Sunshine,3,h,679500,3,1,1,125,2002
Sunshine,3,t,500000,3,1,2,159,1985
Sunshine,4,h,895000,4,2,3,144,1945
Sunshine,3,h,762500,3,1,1,,
Sunshine,2,h,702000,2,1,0,,
Sunshine,2,t,410000,2,2,2,85,2008
Sunshine,2,h,720000,2,1,2,,
Sunshine,3,h,590000,3,2,1,,
Sunshine,3,h,635000,4,1,1,107,1960
Sunshine,3,h,711000,3,1,2,,
Sunshine,4,h,700000,4,1,5,,
Sunshine,2,h,435000,2,1,1,,1940
Sunshine,4,h,1001000,2,2,2,97,
Sunshine,3,h,591500,3,1,2,,
Sunshine North,4,h,716000,4,1,1,,
Sunshine North,3,h,701000,3,2,0,,
Sunshine North,3,h,555000,3,1,1,,
Sunshine North,3,h,490000,3,1,2,,
Sunshine North,3,h,620500,3,1,1,,
Sunshine North,3,h,480000,3,1,2,99,1978
Sunshine North,2,h,435000,2,1,4,81,1960
Sunshine North,3,h,607000,3,1,2,,
Sunshine North,3,h,600000,3,1,3,,
Sunshine North,2,h,560000,2,1,1,106,1970
Sunshine North,4,h,626800,4,1,2,130,1950
Sunshine North,3,h,670000,3,1,2,,
Sunshine North,3,h,571500,3,2,2,137,1990
Sunshine North,2,u,315000,2,1,1,,
Sunshine North,3,h,630000,3,1,4,,
Sunshine North,3,h,685000,3,1,3,,
Sunshine North,3,h,690000,3,1,3,,
Sunshine North,5,h,605000,5,2,2,133,1960
Sunshine North,3,h,808000,3,1,2,,
Sunshine North,3,h,790000,3,1,2,,
Sunshine North,3,h,600000,3,1,2,112,1960
Sunshine North,3,h,650000,3,1,0,112,1950
Sunshine North,4,h,640000,4,1,1,,
Sunshine North,4,h,736000,4,1,2,133,1955
Sunshine North,3,h,605000,3,1,1,,
Sunshine North,3,h,650000,3,1,1,,
Sunshine North,3,h,725000,3,1,1,,
Sunshine North,2,h,715000,2,1,2,,
Sunshine North,4,h,735000,4,2,5,201,1975
Sunshine North,3,h,635800,3,1,1,,
Sunshine North,3,h,432500,3,1,1,,
Sunshine North,3,h,621000,3,1,1,,
Sunshine North,3,h,580000,3,1,1,,
Sunshine North,3,h,680000,3,1,2,105,
Sunshine North,3,h,700000,3,1,2,111,1975
Sunshine North,3,h,650000,3,1,2,,
Sunshine North,2,h,1190000,2,1,6,141,1950
Sunshine North,3,h,591000,3,1,2,673,1970
Sunshine North,3,h,665000,3,1,2,101,1940
Sunshine North,3,h,710000,3,1,1,,
Sunshine North,4,h,705000,4,2,1,,
Sunshine North,3,h,520000,3,1,1,,
Sunshine North,3,h,620000,3,3,2,155,2011
Sunshine North,3,h,503000,3,1,1,90,1945
Sunshine North,5,h,1000000,4,2,1,295,1999
Sunshine North,3,h,650000,3,1,1,,
Sunshine North,3,h,871000,3,1,2,,
Sunshine West,3,h,496000,3,1,2,,
Sunshine West,3,h,488000,3,1,2,,
Sunshine West,3,h,560000,3,1,3,115,1970
Sunshine West,3,h,615000,3,2,6,152,1975
Sunshine West,3,t,450000,3,3,1,178,2004
Sunshine West,3,h,581000,3,1,4,,1970
Sunshine West,4,h,625000,4,2,2,,1960
Sunshine West,4,h,645400,4,2,3,,
Sunshine West,3,h,680000,3,1,2,144,1966
Sunshine West,3,h,620000,3,1,4,125,1960
Sunshine West,3,u,545000,3,2,1,131,2011
Sunshine West,5,h,621000,5,2,2,176,1997
Sunshine West,3,h,515000,3,1,1,106,
Sunshine West,4,h,601000,4,1,4,,
Sunshine West,3,h,687000,3,1,1,102,1950
Sunshine West,3,h,668000,3,1,2,,1970
Sunshine West,3,h,485000,3,4,2,166,1955
Sunshine West,4,h,510000,4,1,1,151,1970
Sunshine West,3,h,665000,3,3,2,,
Sunshine West,3,h,500000,3,1,1,133,1970
Sunshine West,3,h,825000,3,1,0,,
Sunshine West,3,h,480000,3,1,2,148,1960
Sunshine West,3,h,544500,4,2,2,,
Sunshine West,4,h,621000,3,1,1,130,1950
Sunshine West,3,h,575000,3,1,2,,
Sunshine West,3,h,650000,3,1,3,,1970
Sunshine West,3,h,593000,3,1,1,,
Sunshine West,3,h,690000,3,1,0,121,1967
Sunshine West,3,h,625000,3,1,2,,
Sunshine West,3,h,660000,3,1,4,,
Sunshine West,3,h,472500,3,1,1,,
Sunshine West,3,h,547500,3,1,2,131,1950
Sunshine West,3,h,590000,3,2,4,,
Sunshine West,1,h,280000,1,1,2,45,2009
Sunshine West,3,h,555000,3,1,1,106,1975
Sunshine West,3,h,587000,3,1,1,,
Sunshine West,3,h,600000,3,2,2,156,1999
Sunshine West,3,h,622500,3,1,1,131,1970
Sunshine West,2,u,350000,2,1,1,80,1990
Sunshine West,4,h,657000,4,2,4,178,1975
Sunshine West,3,h,795000,3,1,2,,
Sunshine West,3,h,682000,3,1,1,155,1960
Sunshine West,3,h,520000,3,1,2,170,1960
Sunshine West,3,h,470000,3,1,1,103,1971
Sunshine West,3,h,586000,3,1,1,120,1960
Sunshine West,3,h,305000,3,1,2,114,1970
Sunshine West,4,h,705000,4,2,4,198,1975
Sunshine West,3,h,486000,3,1,2,,
Sunshine West,4,h,645000,4,2,3,215,1970
Sunshine West,3,h,530000,3,1,1,,
Sunshine West,3,h,500000,3,1,2,109,1970
Sunshine West,3,t,510000,3,2,1,141,2012
Sunshine West,5,h,715000,4,2,2,,
Sunshine West,3,h,545000,3,1,2,,
Sunshine West,3,h,750500,3,2,6,181,1995
Sunshine West,3,h,451000,3,1,6,146,1978
Surrey Hills,4,h,2440000,4,3,2,264,1930
Surrey Hills,3,t,1110000,4,2,2,129,1970
Surrey Hills,4,h,2128000,4,3,2,312,2000
Surrey Hills,3,h,2009000,3,1,2,,
Surrey Hills,5,h,2200000,5,3,2,235,1920
Surrey Hills,3,t,1330500,3,2,2,,2004
Surrey Hills,3,t,1325000,3,2,1,,
Surrey Hills,3,u,930000,3,2,2,,1992
Surrey Hills,2,u,640000,2,1,1,76,1970
Surrey Hills,2,u,745000,2,1,1,,
Surrey Hills,3,h,2100000,3,2,2,,
Surrey Hills,3,h,1700000,3,1,1,180,1930
Surrey Hills,4,h,2500000,4,2,2,256,1920
Surrey Hills,3,h,1910000,3,2,1,,
Surrey Hills,2,h,1018000,3,1,2,15,
Surrey Hills,4,h,2200000,4,2,2,272,1920
Surrey Hills,3,u,736000,3,1,2,,
Surrey Hills,2,u,770000,2,1,1,,1960
Surrey Hills,4,h,2345000,4,2,2,,
Surrey Hills,4,h,2860000,4,2,2,264,2014
Surrey Hills,4,h,1530000,4,2,2,,1890
Surrey Hills,4,h,1930000,4,2,2,218,1950
Surrey Hills,4,h,1812500,4,2,2,230,1920
Surrey Hills,2,u,760000,2,1,1,80,1968
Surrey Hills,4,h,1300000,4,2,2,198,1950
Surrey Hills,3,h,1864000,2,2,1,,
Surrey Hills,3,h,2200000,3,2,4,,
Surrey Hills,3,h,1960000,3,2,2,173,1930
Surrey Hills,2,h,680000,2,1,1,,
Surrey Hills,4,h,1455000,4,2,1,,
Surrey Hills,5,h,2630000,5,3,2,362,1925
Surrey Hills,3,u,880000,3,1,2,110,1970
Surrey Hills,5,h,1650000,5,5,2,,1930
Surrey Hills,3,h,1755000,3,2,2,159,1970
Surrey Hills,4,h,1700000,4,1,1,143,1900
Surrey Hills,2,u,805000,2,1,2,,
Surrey Hills,5,h,1975000,5,2,2,286,2001
Surrey Hills,2,u,610000,2,1,1,78,1970
Surrey Hills,4,h,2003000,4,2,1,,1880
Surrey Hills,2,u,831000,2,1,1,,
Surrey Hills,5,h,1350000,3,2,2,,1948
Surrey Hills,2,u,550000,2,1,1,,
Surrey Hills,4,h,1850000,5,2,2,292,1970
Surrey Hills,4,h,2050000,3,2,2,293,1910
Surrey Hills,5,h,2100000,5,2,2,277,1915
Surrey Hills,3,h,1150000,3,2,1,145,2005
Surrey Hills,2,u,823000,2,1,2,,1970
Surrey Hills,5,h,2100000,5,4,3,,
Surrey Hills,2,t,770500,1,2,1,92,1997
Surrey Hills,4,h,1250000,3,2,2,,1930
Surrey Hills,2,u,600000,2,1,1,105,1975
Surrey Hills,4,h,2060000,4,2,2,,
Surrey Hills,4,h,1750000,4,2,3,,
Surrey Hills,4,h,1725000,3,2,2,,
Surrey Hills,2,u,620000,2,1,1,,
Surrey Hills,2,u,562500,2,1,0,,1950
Surrey Hills,4,h,1850000,3,2,2,,
Surrey Hills,4,h,2125000,4,2,2,239,1927
Surrey Hills,2,u,656000,1,1,1,76,1970
Surrey Hills,4,h,1650000,2,1,0,,1890
Surrey Hills,5,h,1518000,5,2,1,231,1950
Surrey Hills,3,h,1560000,0,2,1,209,2013
Surrey Hills,3,h,1185000,3,2,2,,2000
Surrey Hills,3,t,865000,3,1,1,101,1970
Surrey Hills,3,h,1135000,3,1,2,,
Surrey Hills,4,h,2160000,4,3,4,236,1969
Surrey Hills,2,u,899000,2,1,1,,1980
Surrey Hills,6,h,2000000,6,3,4,,1997
Surrey Hills,3,h,2300000,3,2,1,219,1920
Surrey Hills,2,u,520000,2,1,1,,
Surrey Hills,5,h,2450000,5,4,2,,
Surrey Hills,2,u,600000,2,1,2,80,1985
Surrey Hills,3,h,2180000,3,1,2,128,1910
Surrey Hills,4,h,2760000,4,2,4,,1920
Surrey Hills,2,u,813000,2,1,2,,
Surrey Hills,3,h,1205000,3,1,2,,
Surrey Hills,3,h,1251000,4,2,1,211,1930
Surrey Hills,6,h,1650000,4,3,2,295,1928
Surrey Hills,2,h,600000,2,1,1,,
Surrey Hills,4,h,1835000,4,2,2,185,1930
Surrey Hills,2,u,778500,2,1,1,78,1960
Surrey Hills,4,h,1751000,3,1,3,,
Surrey Hills,2,u,694000,3,1,1,,
Templestowe Lower,3,h,1150000,4,2,2,,
Templestowe Lower,4,h,1201000,4,2,2,221,1978
Templestowe Lower,4,h,1165000,4,2,4,170,1972
Templestowe Lower,3,h,1098000,3,2,1,167,
Templestowe Lower,3,h,742500,3,1,2,128,1980
Templestowe Lower,5,h,1050000,5,3,2,,
Templestowe Lower,4,h,1257000,4,3,2,,
Templestowe Lower,3,h,1101000,3,2,2,135,1965
Templestowe Lower,3,u,641000,3,1,2,,
Templestowe Lower,8,h,1150000,6,4,3,,
Templestowe Lower,3,h,1200000,3,1,2,155,1960
Templestowe Lower,4,h,990000,4,2,2,189,1973
Templestowe Lower,4,h,1500000,4,2,2,255,2013
Templestowe Lower,3,h,1290000,3,1,2,125,1960
Templestowe Lower,4,h,790000,4,2,5,180,1970
Templestowe Lower,5,h,950000,5,3,2,220,1973
Templestowe Lower,4,h,1421000,4,2,2,260,1980
Templestowe Lower,3,h,1051000,3,2,1,142,1970
Templestowe Lower,3,h,1065000,3,1,2,,
Templestowe Lower,4,h,1120000,4,2,2,,
Templestowe Lower,5,h,1710000,5,2,2,355,1980
Templestowe Lower,4,h,1280000,4,2,2,158,1970
Templestowe Lower,5,h,750000,5,3,4,335,2006
Templestowe Lower,4,h,1000000,4,3,2,164,1970
Templestowe Lower,2,t,678000,2,1,1,90,1980
Templestowe Lower,3,h,1010000,3,2,2,175,1968
Templestowe Lower,4,h,1325000,4,3,2,,
Templestowe Lower,3,h,1210000,3,1,1,134,1960
Templestowe Lower,3,t,766000,3,1,1,,
Templestowe Lower,3,h,982000,4,2,2,,
Templestowe Lower,4,h,945000,4,2,2,181,1985
Templestowe Lower,3,u,725000,3,1,1,105,1975
Templestowe Lower,4,h,975000,4,2,2,,
Templestowe Lower,3,h,1211000,3,2,2,123,1970
Templestowe Lower,4,h,1100000,4,2,4,199,1970
Templestowe Lower,3,h,1155000,3,1,1,,
Templestowe Lower,4,h,920000,4,2,2,,1980
Templestowe Lower,3,h,940000,3,1,1,,
Templestowe Lower,3,h,1053000,3,1,1,,1960
Templestowe Lower,3,h,1002000,3,1,2,174,1960
Templestowe Lower,3,u,755000,3,1,2,,1980
Templestowe Lower,4,h,1209000,4,2,2,160,1965
Templestowe Lower,5,h,2080000,5,4,2,360,2016
Templestowe Lower,3,h,1050000,3,1,2,,1960
Templestowe Lower,4,h,1118000,4,2,2,195,1970
Templestowe Lower,4,h,1070000,4,2,2,,
Templestowe Lower,4,h,903000,4,1,2,22,1960
Templestowe Lower,3,h,1220000,3,1,2,133,1960
Templestowe Lower,4,h,1222000,4,2,4,,
Templestowe Lower,3,h,2025000,3,1,2,,
Templestowe Lower,4,h,1650000,4,2,2,280,2005
Templestowe Lower,4,h,1182500,4,2,2,150,1975
Templestowe Lower,4,h,1020000,4,2,2,145,1965
Templestowe Lower,3,h,838000,3,2,1,180,
Templestowe Lower,3,h,650000,3,1,2,120,1975
Templestowe Lower,4,h,870000,4,1,2,,1960
Templestowe Lower,3,h,1509000,3,2,2,158,1960
Templestowe Lower,4,h,1358500,4,2,2,,
Thornbury,3,u,510000,3,1,1,,
Thornbury,2,u,470000,2,1,1,,1970
Thornbury,2,u,435000,2,1,1,,
Thornbury,1,u,517500,1,1,0,53,1910
Thornbury,1,u,370000,1,1,1,62,1999
Thornbury,2,t,805000,2,1,2,95,2009
Thornbury,4,h,1428888,4,2,1,153,1930
Thornbury,2,h,940000,2,1,1,110,1950
Thornbury,1,u,270000,1,1,1,33,1970
Thornbury,3,t,865000,3,2,2,,
Thornbury,2,h,700000,2,1,1,,
Thornbury,3,t,910000,3,2,1,,
Thornbury,3,h,1135000,3,1,1,,
Thornbury,1,u,260000,1,1,1,,1970
Thornbury,2,u,505000,2,1,1,,
Thornbury,1,u,365000,1,1,1,40,1970
Thornbury,3,h,1430000,3,1,3,,
Thornbury,2,u,525500,2,1,1,72,1975
Thornbury,3,h,1210000,3,2,2,,
Thornbury,2,h,944000,2,1,1,78,1900
Thornbury,2,h,970000,2,1,3,,
Thornbury,3,h,887000,3,2,2,129,1935
Thornbury,1,u,277500,1,1,1,,
Thornbury,3,h,701000,3,3,2,71,1958
Thornbury,2,h,740000,3,1,2,,
Thornbury,2,h,1110000,2,1,0,105,1925
Thornbury,4,h,795000,4,2,1,,
Thornbury,1,u,332000,1,1,1,48,1975
Thornbury,3,h,1265000,3,2,2,97,1920
Thornbury,2,h,1085000,2,1,2,102,1930
Thornbury,3,h,898000,3,2,2,108,2010
Thornbury,3,h,1235000,3,3,1,133,1920
Thornbury,3,t,910500,3,2,2,144,2010
Thornbury,3,h,995000,2,1,1,96,1920
Thornbury,2,h,760000,2,1,0,75,1900
Thornbury,2,u,505000,2,1,0,80,1980
Thornbury,3,h,1400000,2,2,1,159,1920
Thornbury,3,h,1200000,3,2,2,,
Thornbury,3,h,920000,2,1,2,,
Thornbury,3,h,1110000,3,1,1,156,1950
Thornbury,3,h,1200000,3,2,1,345,1905
Thornbury,2,u,560000,2,1,2,,
Thornbury,2,u,450000,2,1,1,52,1970
Thornbury,3,h,1190000,3,1,0,,
Thornbury,3,h,1020000,3,1,1,,
Thornbury,3,h,1245000,3,1,1,,
Thornbury,2,u,350000,2,1,1,,1960
Thornbury,2,u,571750,2,1,1,,2012
Thornbury,2,h,874000,2,1,2,2,1985
Thornbury,3,h,1427000,3,1,1,127,1920
Thornbury,1,u,295000,1,1,1,,
Thornbury,1,u,383000,1,1,1,44,1965
Thornbury,2,h,1164000,2,2,0,,
Thornbury,1,u,315000,1,1,1,,1970
Thornbury,1,u,245000,1,1,1,,
Thornbury,3,h,1290000,3,1,2,138,1920
Thornbury,2,u,605000,2,1,1,83,
Thornbury,2,u,450000,2,1,1,59,1960
Thornbury,2,h,900000,2,1,1,,
Thornbury,3,h,1620000,3,2,2,,
Thornbury,2,u,438000,2,1,1,66,1970
Thornbury,2,h,1143000,2,1,2,,
Thornbury,2,h,925000,2,1,1,157,
Thornbury,3,h,1250000,3,2,3,234,2013
Thornbury,3,t,1070000,3,2,2,140,2007
